name,facts,description,icon,type,weapon_type,professions,slot,flags,id,chat_link
Elemental Celerity,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|90|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|6|Might|Increased outgoing damage; stacks intensity.|5|Apply Buff/Condition|https://render.guildwars2.com/file/1C91E9C799469ACC6EAF1ACD4B0AD8ACAB0C69A2/103035.png|Fire Attunement|Cast fire spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/58E92EBAF0DB4DA7C4AC04D9B22BCA5ECF0100DE/102843.png|6|Vigor|Endurance regeneration increased by 50%; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/737E1B9F7855B9F5D3DE1C990CD42118EF3D1C92/102820.png|Water Attunement|Cast water spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|6|Fury|Critical chance increased; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4857F59020DE3B0950B9C91F3D234A1C1932984A/103048.png|Air Attunement|Cast air spells.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|4|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/4B8056D9BD080DC8E74AE6A57B2B383A2D4265C9/102870.png|Earth Attunement|Cast earth spells.|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|100|Recharge Time Reduced|Time|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|25,"Augment. Reduce the recharge of weapon skills of your current attunement. If this is activated in range of your sphere, gain a boon based on its element.",https://render.guildwars2.com/file/39F9519CA1BA45F570BA157B7AD4449AF94BBF01/2491568.png,Elite,None,Elementalist,Elite,,62725,[&BgX1AAA=]
Alliance Tactics,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3,Swap your Legendary Alliance Stance skills.,https://render.guildwars2.com/file/DE01C14360F2E7E81C336241C7D6ED6FA14DA005/2491605.png,Profession,None,Revenant,Profession_2,,62729,[&Bgn1AAA=]
Drop Urn of Saint Viktor,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|360|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Base Heal|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|709|Healing|Healing Increase per Threshold|Percent|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|100|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|12|Regeneration|Gain health every second; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|4|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/50BAC1B8E10CFAB9E749A5D910D4A9DCF29EBB7C/961398.png|4|Resistance|Nondamaging conditions currently on you are ineffective; stacks duration.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Slam your Urn into the ground, ending the ability. Grant boons and heals allies based on your health threshold.",https://render.guildwars2.com/file/0CD2A5C3AA46D97FF19CDEB50D3841E429EACF9C/2491609.png,Elite,None,Revenant,Elite,,62738,[&BhL1AAA=]
Unsheathe Gunsaber,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10,Unsheathe your gunsaber to gain new skills. Changes to your weapon recharge rate affect this skill.,https://render.guildwars2.com/file/2FD1530306F002EF08D729182822917BC477BEED/2491643.png,Profession,None,Warrior,Profession_1,,62745,[&Bhn1AAA=]
Wind Slam,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Maximum Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.9,Slam your foe with a gust of wind.,https://render.guildwars2.com/file/F6B968A25DCB611A00580215DF0E276B04CEFFE7/2491569.png,Weapon,Hammer,Elementalist,Weapon_1,NoUnderwater,62747,[&Bhv1AAA=]
Legendary Alliance,,Invoke the power of the legendary champions Archemorus and Saint Viktor.,https://render.guildwars2.com/file/E1910F4C5C74E0B00AB262D2D3DBA3FB51BE90CA/2491626.png,Profession,None,Revenant,Profession_1,NoUnderwater,62749,[&Bh31AAA=]
Arcing Mists,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|3|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|10|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|2|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3,"Cleave your foes, inflicting vulnerability and chilling them.",https://render.guildwars2.com/file/97D0026DECBA06EB2C9E7042C30D613DBAA71E9E/2491606.png,Weapon,Greatsword,Revenant,Weapon_1,NoUnderwater,62752,[&BiD1AAA=]
Energy Meld,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Endurance Gained|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|25|Endurance Gained|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|15,Gain endurance.,https://render.guildwars2.com/file/CABAB825B746117F51E4F35844622D3A3862D3E4/2491610.png,Profession,None,Revenant,Profession_2,,62757,[&BiX1AAA=]
Flame Wheel,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|18|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/0EEEDE3EC37F7A6E1BC9BE20B69E3B2C09F5072F/2491582.png|15|Flame Wheel|Increased outgoing damage.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|1|Burning|Deals damage every second; stacks intensity.|1|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.001|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Summon a projectile of fire that circles around you, damaging foes. While this projectile is active, it grants you increased outgoing damage. Summoning a circular projectile refreshes the duration of all other circular projectiles.",https://render.guildwars2.com/file/0EEEDE3EC37F7A6E1BC9BE20B69E3B2C09F5072F/2491582.png,Weapon,Hammer,Elementalist,Weapon_3,NoUnderwater,62758,[&Bib1AAA=]
Ground Pound,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|3|Immobile|Unable to move; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|10|Bleeding|Deals damage every second; stacks intensity.|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Blast,Smash your hammer into the ground to bleed and immobilize your enemies.,https://render.guildwars2.com/file/4DFDAF76F9FAADE9E47F93A497B7E62953EC2E47/2491589.png,Weapon,Hammer,Elementalist,Weapon_5,NoUnderwater,62778,[&Bjr1AAA=]
Tree Song,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|5|Regeneration|Gain health every second; stacks duration.|1|Conditions Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|5|Conditions Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|3|Healing per Condition|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|709|Healing|Endurance per Ally|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|2|Endurance per Condition|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|2|Endurance per Ally|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Endurance per Condition|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,"Legendary Alliance. Grant regeneration and cleanse conditions from allies in the targeted area, healing them for each condition removed. Gain endurance for each affected ally, and gain additional endurance for each condition removed.",https://render.guildwars2.com/file/1E0A36E2061E093D6F1769C11A1709E02AD10C0A/2491623.png,Utility,None,Revenant,Utility,,62793,[&Bkn1AAA=]
Awakening,"Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|StunBreak|StunBreak|https://render.guildwars2.com/file/DCF0719729165FD8910E034CA4E0780F90582D15/156654.png|true|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|600|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|4|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3D3A1C2D6D791C05179AB871902D28782C65C244/415959.png|1|Stability|Cannot be knocked down, pushed back, pulled, launched, stunned, dazed, floated, sunk, feared, or taunted.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5",Legendary Alliance. Break stun on nearby allies and grant protection.,https://render.guildwars2.com/file/6719DBBC4AD2B29CAB33C30B62DC990E07A79A9E/2491607.png,Utility,None,Revenant,Utility,,62796,[&Bkz1AAA=]
Dragon's Roar,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|240|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Damage per Bullet|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.75|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3|Maximum Count|Number|https://render.guildwars2.com/file/B4490FB81AA1E7C06F1B22056AE09A0F54CBE2C4/1770201.png|6|Count Recharge|Time|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|5|Explosion|NoData|https://render.guildwars2.com/file/450630987A0566D4A7A491EDA4DCDF57D9396854/1770203.png|Consumes All Ammunition|NoData|https://render.guildwars2.com/file/B4490FB81AA1E7C06F1B22056AE09A0F54CBE2C4/1770201.png|Minimum Pushback|Distance|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|20|Maximum Pushback|Distance|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|120,Fire all the barrels in your hand cannon to deal damage to foes in front of you. This skill consumes all your ammo when fired and pushes you back slightly based on the amount of ammo expended.,https://render.guildwars2.com/file/06F0D4DB943A7967574D02708093700A97540F24/2491642.png,Weapon,Pistol,Warrior,Weapon_5,NoUnderwater,62800,[&BlD1AAA=]
Dragon Trigger,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Flow Cost|Number|https://render.guildwars2.com/file/E1E7C4D3A6E62F3D5C9F627CE8175BFB0C614CBE/156652.png|15|Flow Drain per Interval|Number|https://render.guildwars2.com/file/1BA1F3645206FB4BE92C5AD6326054250DC7D0DB/1770205.png|5|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|0|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|30|Ammunition Used|Number|https://render.guildwars2.com/file/B4490FB81AA1E7C06F1B22056AE09A0F54CBE2C4/1770201.png|0,"Prepare to use Dragon Slash. While channeling, you drain flow. Each interval increases the charge level of Dragon Slash.
This skill is canceled if you move.",https://render.guildwars2.com/file/A2B14ED1954FBE0B31E0C57DCB0107BBE0543764/2491645.png,Profession,None,Warrior,Profession_2,,62803,[&BlP1AAA=]
Electric Fence,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|5|Crippled|Movement speed decreased by 50%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|2|Immobile|Unable to move; stacks duration.|1|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|5|Maximum Count|Number|https://render.guildwars2.com/file/B4490FB81AA1E7C06F1B22056AE09A0F54CBE2C4/1770201.png|2|Count Recharge|Time|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|30|Blocks Missiles|NoData|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|Combo Field|ComboField|https://render.guildwars2.com/file/59E0DB6A699810641C959926ADFEF73E08CC255B/156655.png|Light,"Armament. Throw a device that leaves behind a wall of energy, blocking projectiles and crippling foes that pass through it. Foes that are already crippled become immobilized.",https://render.guildwars2.com/file/B16774E2D1169FC126A8CF4A2A7A403A1153460B/2491653.png,Utility,None,Warrior,Utility,"GroundTargeted,NoUnderwater",62804,[&BlT1AAA=]
Triple Sear,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.757|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|4|Burning|Deals damage every second; stacks intensity.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Sear a path to burn your enemies.,https://render.guildwars2.com/file/16CA6B0D615A0B439EA3F85DFCAF1C2BC63D6FD9/2491586.png,Weapon,Hammer,Elementalist,Weapon_4,"GroundTargeted,NoUnderwater",62807,[&Blf1AAA=]
Hurricane of Pain,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|9|0.6|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|10|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|9|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3,"Manifest a powerful cyclone at the target location, periodically damaging enemies.",https://render.guildwars2.com/file/E8D673F59599BCF155D4FE4503476C666B935075/2491575.png,Weapon,Hammer,Elementalist,Weapon_2,"GroundTargeted,NoUnderwater",62812,[&Blz1AAA=]
Deploy Jade Sphere,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1|Combo Field|ComboField|https://render.guildwars2.com/file/59E0DB6A699810641C959926ADFEF73E08CC255B/156655.png|Fire|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|10|Might|Increased outgoing damage; stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|5|Might|Increased outgoing damage; stacks intensity.|1|Energy Cost|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.35|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|5,"Summon your jade sphere, creating a combo field and granting boons to allies in its radius based on its element.",https://render.guildwars2.com/file/22CA7C0F420C7F61CEBFA323DF3AADC5EF237475/2491598.png,Profession,None,Elementalist,Profession_5,"GroundTargeted,NoUnderwater",62813,[&Bl31AAA=]
Fortified Earth,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Barrier|AttributeAdjust|https://render.guildwars2.com/file/357922487919E8E84B914EAC13D5796DDDC42D14/1770209.png|3000|Healing|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|3|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|33,"Augment. Block attacks. Gain barrier if the channel completes successfully. If this is cast within range of your Earth Sphere, the recharge time is reduced.",https://render.guildwars2.com/file/A7771A6BFAF87AAC0AF7671C2BEF71BB71FBD7C9/2491604.png,Utility,None,Elementalist,Utility,,62826,[&Bmr1AAA=]
Soothing Water,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|25|Healing|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|1340|Healing|Healing|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|1541|Healing|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1|Pulses|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|5|Conditions Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|20,"Augment. Regenerate health and cleanse conditions over time. If this is cast in range of your Water Sphere, the recharge time is reduced.",https://render.guildwars2.com/file/3F4F7B5AEA9C00DE5CBD1DC1EB635649E6FF3841/2491592.png,Heal,None,Elementalist,Heal,,62827,[&Bmv1AAA=]
True Strike,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.5|Damage per Block|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Strike your foes with empowered energy. Deals increased damage based on attacks blocked by Imperial Guard.,https://render.guildwars2.com/file/D5A565D79131641339353276C1FA6DEDDABEFA0D/2491624.png,Weapon,Greatsword,Revenant,Weapon_4,NoUnderwater,62828,[&Bmz1AAA=]
Nomad's Advance,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|4|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|6|Might|Increased outgoing damage; stacks intensity.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Leap,"Legendary Alliance. Lunge forward, damaging foes and gaining might for each target struck.",https://render.guildwars2.com/file/DA3EE9BC42DF5E1ED2B908462173AF47E0C203B7/2491616.png,Utility,None,Revenant,Utility,,62832,[&BnD1AAA=]
Icy Coil,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|18|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/4CEE16E97EF99A6C4DEF356CE8650DB73B062A04/2491583.png|15|Icy Coil|Reduced incoming condition damage.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|6|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|1|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.001|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Summon a projectile of ice that circles around you, damaging foes. While this projectile is active, you take reduced damage from conditions. Summoning a circular projectile refreshes the duration of all other circular projectiles.",https://render.guildwars2.com/file/4CEE16E97EF99A6C4DEF356CE8650DB73B062A04/2491583.png,Weapon,Hammer,Elementalist,Weapon_3,NoUnderwater,62834,[&BnL1AAA=]
Deploy Jade Sphere,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.35|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|1|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|1|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Combo Field|ComboField|https://render.guildwars2.com/file/59E0DB6A699810641C959926ADFEF73E08CC255B/156655.png|Poison|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1|Energy Cost|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|5,"Summon your jade sphere, creating a combo field and granting boons to allies in its radius based on its element.",https://render.guildwars2.com/file/97BEF22148DDA3159B4CF6DB18ECFEDE7107710B/2491596.png,Profession,None,Elementalist,Profession_5,"GroundTargeted,NoUnderwater",62837,[&BnX1AAA=]
Water Sphere,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.35|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.01|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D104A6B9344A2E2096424A3C300E46BC2926E4D7/2440718.png|1|Resolution|Incoming condition damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D104A6B9344A2E2096424A3C300E46BC2926E4D7/2440718.png|1|Resolution|Incoming condition damage decreased by 33%; stacks duration.|1|Combo Field|ComboField|https://render.guildwars2.com/file/59E0DB6A699810641C959926ADFEF73E08CC255B/156655.png|Water|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,"Throw your sphere, creating a combo field and granting boons to allies within range based on your active attunement.",https://render.guildwars2.com/file/9875EAC10F3A93F8EF4BC40204806C6172E14494/2141735.png,,,,,,62839,[&Bnf1AAA=]
